"","cuidador","leer","jugar","salir","vertv","deporte","dispositivoselectronicos","valor"
"2097",2,0,0,0,0,0,0,0
"2098",2,0,0,0,0,0,0,0
"2099",2,0,2,0,0,0,0,2
"2100",2,0,0,0,0,0,0,0
"2101",1,2,2,0,0,0,0,4
"2102",2,0,0,0,0,0,0,0
"2103",2,0,0,0,1,0,0,1
"2104",2,0,0,0,0,0,0,0
"2105",2,0,2,0,1,2,0,5
"2106",1,0,0,2,2,0,0,4
"2107",2,0,0,0,0,0,0,0
"2108",1,0,2,0,0,0,0,2
"2109",5,0,0,0,0,0,0,0
"2110",2,0,3,3,1,0,0,7
"2111",2,0,0,0,0,0,2,2
"2112",3,0,2,0,0,0,0,2
"2113",2,0,0,0,0,0,0,0
"2114",2,1,0,0,0,0,0,1
"2115",2,0,0,0,0,0,0,0
"2116",2,0,0,0,2,0,0,2
"2117",2,0,0,0,0,0,0,0
"2118",2,0,2,0,0,0,0,2
"2119",2,0,2,0,0,0,1,3
"2120",2,0,2,2,0,0,0,4
"2121",2,0,0,0,0,0,0,0
"2122",1,0,0,0,0,0,0,0
"2123",2,0,1,1,0,0,0,2
"2124",2,0,2,0,1,0,0,3
"2125",1,0,1,2,2,0,0,5
"2126",2,0,1,1,2,0,0,4
"2127",2,0,2,0,0,0,0,2
"2128",2,0,0,0,0,0,0,0
"2129",2,0,0,0,0,0,0,0
"2130",2,0,0,0,0,0,0,0
"2131",2,0,0,0,1,0,0,1
"2132",1,0,0,0,0,2,0,2
"2133",2,0,2,0,0,0,0,2
"2134",2,0,0,3,0,0,0,3
"2135",5,0,1,0,1,0,0,2
"2136",1,0,0,0,1,0,0,1
"2137",1,0,0,0,1,0,0,1
"2138",2,0,1,1,1,0,0,3
"2139",2,0,0,0,0,0,0,0
"2140",2,0,0,1,1,0,0,2
"2141",8,0,0,3,1,0,0,4
"2142",2,2,2,0,2,0,3,9
"2143",2,2,0,0,1,0,0,3
"2144",2,2,1,0,1,2,0,6
"2145",2,0,2,0,2,0,0,4
"2146",2,0,1,0,0,0,0,1
"2147",2,0,0,0,0,0,0,0
"2148",2,0,0,3,0,0,0,3
"2149",5,0,0,0,0,0,0,0
"2150",2,0,0,0,0,0,0,0
"2151",2,1,0,0,0,0,0,1
"2152",5,1,1,0,0,0,0,2
"2153",5,2,2,2,0,0,0,6
"2154",2,0,0,2,1,1,0,4
"2155",2,0,0,2,2,2,0,6
"2156",2,0,0,2,1,0,0,3
"2157",2,0,0,0,0,0,0,0
"2158",2,0,0,0,0,0,0,0
"2159",1,0,1,0,1,0,0,2
"2160",1,2,1,0,1,0,0,4
"2161",1,0,0,0,1,0,0,1
"2162",2,0,0,0,1,0,0,1
"2163",1,0,0,0,0,0,0,0
"2164",2,0,0,0,1,0,0,1
"2165",2,0,0,0,1,0,0,1
"2166",1,0,0,0,1,0,0,1
"2167",2,0,0,0,1,0,0,1
"2168",2,0,0,0,1,0,0,1
"2169",3,0,0,0,0,0,0,0
"2170",1,0,0,0,0,0,0,0
"2171",1,0,0,0,0,0,0,0
"2172",2,0,0,0,0,0,0,0
"2173",1,0,0,0,1,0,0,1
"2174",1,0,2,0,1,0,0,3
"2175",1,0,0,0,1,0,0,1
"2176",2,0,0,0,1,0,0,1
"2177",1,0,1,1,1,0,0,3
"2178",1,0,0,0,2,0,0,2
"2179",2,0,0,0,0,0,0,0
"2180",2,0,1,0,1,0,0,2
"2181",3,0,1,0,0,0,0,1
"2182",3,0,0,0,0,0,0,0
"2183",2,0,0,0,1,0,0,1
"2184",2,0,0,0,0,0,0,0
"2185",1,0,0,0,0,0,0,0
"2186",1,0,0,0,0,0,0,0
"2187",1,0,2,0,2,0,0,4
"2188",2,0,0,0,0,0,0,0
"2189",2,0,0,0,0,0,0,0
"2190",1,0,0,0,2,0,0,2
"2191",1,2,0,0,1,0,0,3
"2192",1,2,0,0,1,0,0,3
"2193",2,2,0,0,1,0,0,3
"2194",2,0,0,0,0,0,0,0
"2195",2,0,0,0,0,0,0,0
"2196",4,0,0,0,1,0,0,1
"2197",2,2,4,0,1,0,0,7
"2198",2,2,0,2,1,0,0,5
"2199",2,1,1,0,1,1,0,4
"2200",2,0,0,0,0,0,0,0
"2201",1,0,2,0,0,0,0,2
"2202",2,1,0,0,2,0,0,3
"2203",1,1,1,0,1,1,0,4
"2204",2,0,2,0,1,0,0,3
"2205",2,2,1,0,1,0,0,4
"2206",2,0,0,0,1,0,0,1
"2207",2,0,0,0,0,0,0,0
"2208",1,0,1,0,0,0,0,1
"2209",2,0,1,0,0,0,0,1
"2210",2,2,1,2,0,0,0,5
"2211",2,0,0,0,0,0,0,0
"2212",2,0,0,0,0,0,0,0
"2213",6,0,2,2,1,0,0,5
"2214",1,0,0,0,0,0,0,0
"2215",1,2,2,0,0,0,0,4
"2216",3,2,0,0,0,0,0,2
"2217",1,1,2,0,0,0,0,3
"2218",2,0,0,0,1,0,0,1
"2219",2,1,1,0,1,0,1,4
"2220",2,0,0,0,0,0,0,0
"2221",2,0,0,0,0,0,0,0
"2222",5,0,0,0,0,0,0,0
"2223",2,0,0,0,1,0,0,1
"2224",1,0,2,0,0,0,0,2
"2225",1,0,2,0,0,0,0,2
"2226",2,0,0,0,0,0,0,0
"2227",2,0,0,1,0,0,0,1
"2228",2,0,0,1,1,0,0,2
"2229",2,0,0,0,0,0,0,0
"2230",1,0,0,0,0,0,0,0
"2231",2,2,0,0,1,0,0,3
"2232",2,0,2,0,1,0,0,3
"2233",2,0,1,0,1,0,0,2
"2234",2,0,0,0,0,0,0,0
"2235",1,0,2,0,0,0,0,2
"2236",2,0,0,0,0,0,0,0
"2237",2,0,0,0,0,0,0,0
"2238",1,0,0,0,0,0,0,0
"2239",1,0,0,0,0,0,0,0
"2240",2,0,0,0,0,0,0,0
"2241",2,0,0,0,0,0,0,0
"2242",2,0,0,0,1,0,0,1
"2243",2,0,0,0,2,0,2,4
"2244",5,0,1,0,1,0,0,2
"2245",5,2,1,2,1,0,0,6
"2246",5,0,1,0,1,0,1,3
"2247",2,0,2,2,0,0,1,5
"2248",2,0,0,0,3,0,0,3
"2249",1,0,0,2,1,0,0,3
"2250",1,0,0,2,1,0,2,5
"2251",1,0,0,2,1,0,0,3
"2252",1,0,0,2,1,0,0,3
"2253",1,0,0,2,1,0,0,3
"2254",1,0,0,0,0,0,0,0
"2255",5,0,0,3,0,0,0,3
"2256",5,0,0,0,0,1,0,1
"2257",1,1,1,4,1,0,0,7
"2258",2,1,1,1,1,2,2,8
"2259",2,0,1,2,0,0,0,3
"2260",1,1,0,3,1,0,0,5
"2261",2,2,0,0,3,0,1,6
"2262",5,2,2,0,0,0,0,4
"2263",5,1,0,0,2,0,0,3
"2264",4,0,0,0,1,0,0,1
"2265",2,0,0,0,0,0,0,0
"2266",2,0,0,0,0,0,0,0
"2267",2,0,1,0,1,0,0,2
"2268",2,0,0,0,0,0,0,0
"2269",2,0,3,3,1,0,0,7
"2270",2,0,3,4,1,0,0,8
"2271",2,0,1,4,1,0,0,6
"2272",2,1,0,0,0,0,0,1
"2273",2,0,0,0,0,0,0,0
"2274",2,0,0,0,0,0,0,0
"2275",3,1,0,0,0,0,0,1
"2276",2,0,2,0,2,0,0,4
"2277",2,0,2,0,0,0,0,2
"2278",5,0,0,0,1,0,0,1
"2279",5,0,0,0,0,0,0,0
"2280",2,2,1,2,1,0,0,6
"2281",1,0,1,0,1,0,0,2
"2282",1,2,1,0,1,0,0,4
"2283",2,0,0,2,0,0,2,4
"2284",2,0,2,3,1,0,0,6
"2285",1,1,1,2,1,0,0,5
"2286",2,0,0,0,0,0,0,0
"2287",2,0,0,0,0,0,0,0
"2288",5,2,0,3,1,3,0,9
"2289",2,0,0,0,1,0,0,1
"2290",2,0,0,0,0,0,0,0
"2291",2,0,0,0,0,0,0,0
"2292",8,0,0,4,0,0,0,4
"2293",1,1,1,0,1,0,0,3
"2294",2,0,1,0,1,0,0,2
"2295",2,2,0,0,0,0,0,2
"2296",8,0,1,0,1,0,0,2
"2297",2,1,2,0,0,0,0,3
"2298",2,0,0,2,0,2,0,4
"2299",2,0,0,0,0,0,0,0
"2300",5,0,0,0,0,0,2,2
"2301",2,0,1,1,1,1,0,4
"2302",2,2,2,0,2,0,0,6
"2303",5,0,0,0,1,0,0,1
"2304",1,0,0,3,0,0,0,3
"2305",5,0,0,0,0,0,0,0
"2306",2,0,2,2,0,0,0,4
"2307",1,0,0,0,1,0,0,1
"2308",2,0,3,2,0,0,0,5
"2309",2,0,0,0,0,0,0,0
"2310",1,0,0,2,0,0,0,2
"2311",2,0,0,0,2,0,0,2
"2312",2,1,1,0,1,2,0,5
"2313",2,0,1,0,0,0,0,1
"2314",2,1,0,0,0,0,0,1
"2315",2,1,0,0,0,1,0,2
"2316",2,1,0,0,1,0,0,2
"2317",1,1,0,0,1,0,0,2
"2318",2,0,0,0,0,0,1,1
"2319",2,1,0,0,0,0,0,1
"2320",2,1,0,0,0,0,0,1
"2321",2,2,0,0,1,0,0,3
"2322",1,1,1,0,0,0,0,2
"2323",2,0,0,0,0,0,0,0
"2324",2,0,0,0,0,0,0,0
"2325",2,0,0,2,2,0,0,4
"2326",1,0,0,2,2,0,0,4
"2327",2,2,2,0,1,0,0,5
"2328",2,0,1,2,1,0,1,5
"2329",1,1,1,2,1,0,0,5
"2330",1,0,1,0,1,0,0,2
"2331",4,0,0,1,1,0,0,2
"2332",4,0,0,1,1,0,0,2
"2333",2,0,0,0,0,0,0,0
"2334",1,0,0,2,2,0,0,4
"2335",2,0,0,2,0,0,0,2
"2336",2,0,0,0,0,0,0,0
"2337",2,0,0,0,0,0,0,0
"2338",1,0,0,2,2,0,0,4
"2339",2,0,1,0,0,0,0,1
"2340",2,1,0,0,0,0,0,1
"2341",5,1,0,0,1,0,0,2
"2342",3,0,1,0,1,0,0,2
"2343",5,0,0,0,1,0,0,1
"2344",1,0,0,4,1,1,2,8
"2345",2,2,1,2,1,1,1,8
"2346",1,1,0,3,2,0,0,6
"2347",2,0,1,0,0,0,0,1
"2348",2,0,2,0,2,0,0,4
"2349",2,2,0,0,0,0,0,2
"2350",3,0,0,1,0,0,0,1
"2351",1,0,0,0,1,0,0,1
"2352",2,0,1,0,1,0,0,2
"2353",2,0,0,0,1,0,0,1
"2354",2,0,0,2,1,0,0,3
"2355",2,0,0,0,0,0,0,0
"2356",2,0,0,0,0,0,0,0
"2357",2,1,0,0,1,0,0,2
"2358",5,0,0,0,0,0,0,0
"2359",1,0,3,0,0,0,0,3
"2360",2,0,0,0,0,0,0,0
"2361",1,0,1,1,1,0,0,3
"2362",1,0,2,0,0,0,0,2
"2363",2,0,0,0,0,0,0,0
"2364",2,2,0,0,1,0,0,3
"2365",2,0,0,0,0,0,0,0
"2366",1,0,0,0,1,0,0,1
"2367",2,0,0,0,0,0,0,0
"2368",2,2,0,0,0,0,0,2
"2369",2,0,0,0,1,0,0,1
"2370",2,0,0,0,1,0,0,1
"2371",2,0,0,0,0,0,0,0
"2372",2,0,1,0,0,0,0,1
"2373",2,0,0,0,0,0,0,0
"2374",2,1,1,0,0,0,0,2
"2375",1,2,0,0,1,0,0,3
"2376",2,0,0,0,1,0,0,1
"2377",2,2,0,0,1,0,0,3
"2378",2,0,2,0,0,0,0,2
"2379",2,0,0,0,1,0,1,2
"2380",2,1,0,2,0,0,0,3
"2381",2,2,0,2,0,0,0,4
"2382",2,0,0,0,0,0,0,0
"2383",2,1,0,1,1,0,1,4
"2384",1,0,0,0,1,0,0,1
"2385",1,2,0,2,0,0,0,4
"2386",2,0,0,0,0,0,0,0
"2387",2,1,0,0,1,0,1,3
"2388",1,0,2,0,0,0,0,2
"2389",5,1,2,0,1,0,0,4
"2390",2,0,0,0,1,0,0,1
"2391",1,2,0,2,0,0,0,4
"2392",2,0,1,0,0,0,0,1
"2393",2,1,1,1,0,0,0,3
"2394",1,0,0,0,0,0,0,0
"2395",1,0,0,0,0,0,0,0
"2396",2,1,2,0,0,0,0,3
"2397",2,0,0,0,0,0,0,0
"2398",2,0,1,0,0,0,0,1
"2399",2,0,0,0,0,0,0,0
"2400",2,0,0,0,0,0,0,0
"2401",1,0,1,0,0,0,0,1
"2402",2,0,0,0,0,0,0,0
"2403",1,0,0,0,0,0,0,0
"2404",2,0,0,0,0,0,0,0
"2405",1,0,0,0,0,0,0,0
"2406",1,0,0,0,0,0,0,0
"2407",1,0,0,0,0,0,0,0
"2408",6,0,0,0,1,0,0,1
"2409",3,0,0,0,0,0,0,0
"2410",2,0,0,0,2,0,0,2
"2411",1,0,1,0,0,0,0,1
"2412",2,0,0,0,0,0,0,0
"2413",2,0,2,0,1,0,0,3
"2414",1,0,2,0,0,0,0,2
"2415",2,0,0,0,0,0,0,0
"2416",1,0,0,0,1,0,0,1
"2417",3,0,2,0,0,0,0,2
"2418",2,0,2,0,1,0,0,3
"2419",2,2,0,0,0,0,0,2
"2420",1,2,1,3,1,0,0,7
"2421",2,0,0,2,0,0,0,2
"2422",2,0,0,0,0,0,0,0
"2423",1,0,2,0,0,0,0,2
"2424",1,0,2,0,0,0,0,2
"2425",5,0,2,0,1,0,0,3
"2426",2,0,2,0,1,0,0,3
"2427",2,0,2,0,0,0,0,2
"2428",2,0,1,4,1,0,0,6
"2429",2,0,0,0,0,0,0,0
"2430",2,2,2,0,1,3,0,8
"2431",2,2,2,2,1,0,0,7
"2432",2,0,0,2,1,0,0,3
"2433",2,0,0,2,0,0,0,2
"2434",1,0,2,0,0,0,0,2
"2435",2,0,0,0,1,0,0,1
"2436",2,0,0,2,1,0,0,3
"2437",5,0,0,0,0,0,0,0
"2438",2,0,0,2,2,0,0,4
"2439",2,0,0,0,0,0,0,0
"2440",2,0,0,0,2,0,0,2
"2441",2,0,0,0,1,0,0,1
"2442",2,0,2,0,0,0,0,2
"2443",2,0,2,0,0,0,0,2
"2444",2,0,0,0,0,0,0,0
"2445",2,0,0,0,0,0,0,0
"2446",2,0,2,0,1,0,0,3
"2447",2,0,0,0,0,0,0,0
"2448",2,0,0,0,1,0,0,1
"2449",5,0,0,0,0,0,0,0
"2450",2,0,2,0,1,0,0,3
"2451",2,0,0,0,0,0,0,0
"2452",2,0,0,0,0,0,0,0
"2453",2,0,0,0,0,0,0,0
"2454",2,0,0,0,1,0,0,1
"2455",2,0,0,0,0,0,0,0
"2456",3,0,0,0,0,0,0,0
"2457",2,0,0,0,0,0,0,0
"2458",2,0,0,0,1,0,0,1
"2459",2,0,0,0,0,0,0,0
"2460",2,0,0,0,0,0,0,0
"2461",2,0,0,0,0,0,0,0
"2462",2,0,2,0,0,0,0,2
"2463",2,2,0,0,0,0,0,2
"2464",2,0,0,0,0,0,0,0
"2465",2,0,0,0,0,0,0,0
"2466",2,0,0,0,0,0,0,0
"2467",2,1,0,0,0,0,0,1
"2468",2,0,0,0,0,0,0,0
"2469",2,0,0,0,0,0,0,0
"2470",2,0,0,1,0,0,0,1
"2471",2,1,0,0,0,0,0,1
"2472",2,2,0,0,0,0,0,2
"2473",2,0,1,0,0,0,0,1
"2474",2,0,0,0,0,0,0,0
"2475",2,1,0,0,0,0,0,1
"2476",2,1,0,0,0,0,0,1
"2477",2,1,0,0,0,0,0,1
"2478",2,0,0,0,0,0,0,0
"2479",1,0,0,2,1,0,0,3
"2480",5,0,0,0,1,0,3,4
"2481",2,0,0,0,2,0,0,2
"2482",2,0,0,0,2,0,0,2
"2483",2,0,0,0,1,0,0,1
"2484",2,0,0,0,2,0,0,2
"2485",5,0,0,0,1,0,0,1
"2486",4,0,0,2,1,0,0,3
"2487",5,0,1,2,1,0,0,4
"2488",2,2,0,0,1,0,2,5
"2489",2,1,0,0,0,0,0,1
"2490",2,1,0,0,0,0,0,1
"2491",5,0,0,0,0,0,1,1
"2492",2,0,0,0,0,0,1,1
"2493",5,0,0,0,0,0,1,1
"2494",5,0,0,0,0,0,1,1
"2495",1,0,2,2,0,0,0,4
"2496",1,0,2,0,0,2,0,4
"2497",2,0,0,0,2,0,0,2
"2498",2,0,0,0,2,0,0,2
"2499",2,0,0,0,0,0,2,2
"2500",2,0,0,0,0,0,0,0
"2501",3,0,0,0,0,0,0,0
"2502",2,0,0,0,0,0,0,0
"2503",2,0,0,0,0,0,0,0
"2504",2,0,0,0,0,0,0,0
"2505",2,0,0,0,0,0,0,0
"2506",2,0,0,0,0,0,0,0
"2507",3,0,2,0,0,0,0,2
"2508",3,0,0,0,0,0,0,0
"2509",2,0,0,0,0,0,0,0
"2510",2,0,2,2,0,0,0,4
"2511",2,0,0,0,0,0,0,0
"2512",2,0,0,0,0,0,0,0
"2513",2,0,1,1,0,0,0,2
"2514",2,0,0,0,0,0,0,0
"2515",2,2,2,0,1,0,0,5
"2516",2,0,0,0,4,0,0,4
"2517",2,0,0,0,0,0,0,0
"2518",2,0,0,0,0,0,0,0
"2519",2,0,0,0,0,0,0,0
"2520",1,0,0,0,0,0,0,0
"2521",2,0,0,2,1,0,1,4
"2522",2,0,2,0,1,0,0,3
"2523",2,0,0,0,0,0,0,0
"2524",2,2,0,2,0,2,0,6
"2525",1,0,0,0,1,0,0,1
"2526",2,0,0,0,0,0,0,0
"2527",5,0,0,0,1,0,0,1
"2528",2,0,0,0,0,0,0,0
"2529",2,1,1,0,1,0,0,3
"2530",1,0,2,3,1,0,0,6
"2531",2,0,0,0,1,0,0,1
"2532",1,0,0,0,1,0,0,1
"2533",2,0,0,0,0,0,0,0
"2534",2,0,0,0,0,0,0,0
"2535",2,0,0,0,0,0,0,0
"2536",1,0,0,0,1,0,0,1
"2537",2,0,0,0,1,0,0,1
"2538",1,0,0,0,0,0,0,0
"2539",2,0,0,1,1,0,0,2
"2540",1,0,0,0,0,0,0,0
"2541",2,0,0,0,0,0,0,0
"2542",1,0,2,0,1,0,0,3
"2543",1,0,0,0,1,0,0,1
"2544",2,0,0,0,2,0,0,2
"2545",2,0,0,0,1,0,0,1
"2546",2,0,0,0,2,0,0,2
"2547",1,0,1,0,1,0,0,2
"2548",2,0,1,0,1,0,0,2
"2549",2,0,0,0,1,0,0,1
"2550",2,0,0,0,1,0,0,1
"2551",1,0,1,0,1,0,0,2
"2552",1,0,0,0,1,0,0,1
"2553",1,0,0,0,2,0,0,2
"2554",1,0,2,0,2,0,0,4
"2555",2,0,0,0,0,0,0,0
"2556",1,0,0,3,1,0,0,4
"2557",2,0,0,1,2,0,0,3
"2558",2,0,1,0,0,0,0,1
"2559",4,0,4,3,0,0,0,7
"2560",2,0,4,0,3,0,0,7
"2561",1,2,2,0,0,0,0,4
"2562",2,0,2,0,2,2,2,8
"2563",1,0,1,0,1,0,0,2
"2564",1,2,1,2,1,0,0,6
"2565",1,0,0,4,1,0,0,5
"2566",1,0,0,0,0,0,0,0
"2567",2,0,0,0,0,0,0,0
"2568",3,0,0,0,0,0,0,0
"2569",3,0,0,0,0,0,0,0
"2570",1,1,1,0,2,0,0,4
"2571",1,0,0,0,0,0,0,0
"2572",2,2,2,0,1,0,0,5
"2573",1,0,1,0,0,1,0,2
"2574",1,0,0,0,0,0,0,0
"2575",2,0,1,3,1,0,0,5
"2576",1,0,0,0,1,2,0,3
"2577",1,0,2,0,0,0,0,2
"2578",2,0,0,0,1,0,0,1
"2579",1,0,1,0,1,0,0,2
"2580",2,0,1,0,0,0,0,1
"2581",2,0,1,0,0,0,0,1
"2582",2,0,0,3,0,0,0,3
"2583",2,0,0,0,1,0,0,1
"2584",1,0,0,2,1,0,0,3
"2585",1,0,0,0,1,0,0,1
"2586",2,0,1,0,0,0,0,1
"2587",2,0,0,0,1,0,0,1
"2588",1,0,0,0,0,0,0,0
"2589",1,0,0,2,2,0,0,4
"2590",2,0,1,0,0,0,0,1
"2591",1,0,1,0,0,0,0,1
"2592",2,0,1,0,0,0,0,1
"2593",2,0,0,0,0,0,0,0
"2594",1,0,1,0,0,0,0,1
"2595",2,0,0,2,0,0,0,2
"2596",2,0,0,0,0,0,0,0
"2597",1,0,0,0,0,0,0,0
"2598",1,2,2,0,0,0,0,4
"2599",2,0,1,0,0,0,0,1
"2600",1,0,3,0,2,0,2,7
"2601",2,0,0,0,0,0,0,0
"2602",2,0,1,0,0,0,0,1
"2603",4,0,1,2,1,0,0,4
"2604",2,0,0,0,1,0,0,1
"2605",2,0,0,0,0,0,0,0
"2606",2,0,0,0,1,0,0,1
"2607",1,0,1,0,0,0,0,1
"2608",2,0,0,0,0,0,0,0
"2609",2,0,0,2,1,0,0,3
"2610",2,0,0,0,0,0,0,0
"2611",1,0,1,0,1,0,2,4
"2612",1,0,1,2,1,0,0,4
"2613",2,0,1,2,1,0,0,4
"2614",1,1,2,0,1,0,1,5
"2615",5,0,0,0,0,0,0,0
"2616",2,0,0,0,0,0,0,0
"2617",1,0,2,1,0,0,0,3
"2618",1,0,2,0,0,0,0,2
"2619",2,0,0,0,0,0,0,0
"2620",2,0,0,0,0,0,0,0
"2621",2,0,0,0,0,0,0,0
"2622",2,0,3,0,1,0,0,4
"2623",2,0,0,0,0,0,0,0
"2624",1,0,0,0,0,0,0,0
"2625",5,0,0,0,1,0,0,1
"2626",2,0,2,0,0,0,0,2
"2627",2,1,0,0,1,0,0,2
"2628",2,2,0,2,1,0,0,5
"2629",2,1,0,3,1,0,0,5
"2630",2,1,2,0,1,0,0,4
"2631",2,0,0,0,1,0,0,1
"2632",2,0,0,0,0,0,0,0
"2633",1,0,0,0,0,0,0,0
"2634",5,1,1,0,1,2,0,5
"2635",2,0,0,0,0,0,0,0
"2636",1,0,0,0,0,0,0,0
"2637",2,0,1,0,0,0,0,1
"2638",2,0,0,0,0,0,0,0
"2639",2,0,0,0,0,0,0,0
"2640",1,2,2,2,2,0,0,8
"2641",1,2,2,2,2,2,0,10
"2642",2,0,2,0,1,0,0,3
"2643",1,2,2,0,2,0,0,6
"2644",1,0,0,0,0,0,0,0
"2645",2,0,0,0,0,0,0,0
"2646",1,1,2,0,1,0,0,4
"2647",2,1,2,0,1,0,0,4
"2648",3,0,2,0,2,0,0,4
"2649",2,0,0,0,0,0,0,0
"2650",2,0,2,0,0,0,0,2
"2651",2,0,0,0,1,0,0,1
"2652",8,2,1,2,1,0,0,6
"2653",8,1,1,0,1,0,0,3
"2654",8,0,1,2,0,0,0,3
"2655",8,1,1,3,1,0,0,6
"2656",1,2,2,0,1,0,0,5
"2657",8,2,2,0,1,0,0,5
"2658",2,0,1,0,0,0,0,1
"2659",2,0,0,0,0,0,0,0
"2660",1,2,2,0,1,0,0,5
"2661",2,0,2,0,0,0,0,2
"2662",2,2,1,0,1,0,0,4
"2663",2,0,2,2,1,0,0,5
"2664",2,0,0,1,1,0,0,2
"2665",2,0,0,4,1,0,0,5
"2666",1,0,0,3,1,0,3,7
"2667",1,0,1,0,0,0,0,1
"2668",1,0,2,2,1,0,0,5
"2669",2,0,0,0,1,0,0,1
"2670",2,0,3,4,1,0,0,8
"2671",1,0,2,2,1,0,0,5
"2672",2,0,2,0,1,0,0,3
"2673",2,0,2,0,2,0,0,4
"2674",2,0,2,0,0,0,0,2
"2675",2,0,0,0,0,0,0,0
"2676",1,0,0,0,1,0,0,1
"2677",1,0,0,2,1,0,0,3
"2678",2,0,0,0,0,0,0,0
"2679",2,0,0,2,1,0,0,3
"2680",2,0,0,2,1,0,0,3
"2681",1,0,0,3,2,3,0,8
"2682",2,0,0,0,0,0,0,0
"2683",2,2,2,0,1,0,0,5
"2684",2,0,0,0,0,0,0,0
"2685",1,0,2,0,1,0,2,5
"2686",2,0,2,3,2,0,0,7
"2687",1,0,0,2,1,0,0,3
"2688",1,0,1,0,0,0,0,1
"2689",1,0,0,0,0,0,0,0
"2690",2,0,0,0,0,0,0,0
"2691",1,0,0,0,1,0,0,1
"2692",2,0,0,0,0,0,0,0
"2693",2,0,0,0,0,0,0,0
"2694",1,0,0,0,1,0,2,3
"2695",1,0,2,0,0,0,0,2
"2696",2,0,0,0,1,0,0,1
"2697",1,0,1,0,0,0,0,1
"2698",1,0,1,0,0,0,0,1
"2699",5,0,0,0,1,0,0,1
"2700",4,0,0,0,1,0,1,2
"2701",2,0,0,0,1,0,0,1
"2702",2,0,0,0,0,0,0,0
"2703",1,0,0,0,1,0,0,1
"2704",2,0,0,0,0,0,0,0
"2705",2,1,1,0,0,0,0,2
"2706",1,0,0,0,1,0,0,1
"2707",2,0,2,0,1,0,0,3
"2708",2,0,0,0,1,0,0,1
"2709",1,0,0,0,1,0,0,1
"2710",1,0,0,0,1,0,0,1
"2711",2,0,0,0,1,2,0,3
"2712",1,0,0,0,1,0,0,1
"2713",2,0,0,0,0,0,0,0
"2714",2,0,0,0,1,0,0,1
"2715",2,2,0,0,1,0,0,3
"2716",1,0,0,0,1,0,0,1
"2717",1,0,0,0,0,0,0,0
"2718",1,0,0,0,0,0,0,0
"2719",1,2,0,0,1,0,0,3
"2720",1,0,0,0,1,0,0,1
"2721",2,1,0,2,1,0,0,4
"2722",2,0,2,0,1,0,0,3
"2723",4,0,1,0,1,0,0,2
"2724",2,0,2,0,1,0,0,3
"2725",2,0,2,0,3,0,0,5
"2726",2,0,0,0,0,0,0,0
"2727",1,0,0,0,2,0,0,2
"2728",1,0,0,0,0,0,0,0
"2729",2,0,0,0,0,0,0,0
"2730",2,0,0,0,0,0,0,0
"2731",1,0,0,0,0,0,0,0
"2732",1,0,2,0,0,0,0,2
"2733",1,0,0,0,0,0,0,0
"2734",2,0,2,0,0,0,0,2
"2735",2,0,0,0,0,0,0,0
"2736",2,0,0,0,0,0,0,0
"2737",2,0,0,0,0,0,0,0
"2738",2,0,0,0,0,0,0,0
"2739",2,0,2,0,0,0,0,2
"2740",1,0,1,0,0,0,0,1
"2741",2,0,0,0,0,0,0,0
"2742",2,0,0,0,2,0,0,2
"2743",2,0,0,0,0,0,0,0
"2744",2,0,0,0,0,0,0,0
"2745",1,2,0,0,2,0,0,4
"2746",2,2,0,0,0,0,0,2
"2747",1,0,0,0,3,0,0,3
"2748",2,0,0,0,0,0,0,0
"2749",2,0,1,0,0,0,0,1
"2750",2,2,2,0,0,0,0,4
"2751",1,0,0,0,0,0,0,0
"2752",2,0,0,0,0,0,0,0
"2753",2,0,0,0,0,0,0,0
"2754",2,0,0,0,0,0,0,0
"2755",2,0,1,0,1,0,0,2
"2756",2,0,0,2,1,0,0,3
"2757",1,0,0,0,0,0,0,0
"2758",1,0,0,0,1,0,0,1
"2759",1,0,0,0,1,0,0,1
"2760",2,0,2,0,1,0,0,3
"2761",2,0,0,0,1,0,0,1
"2762",2,0,0,0,2,0,0,2
"2763",2,0,0,3,0,0,0,3
"2764",5,0,1,0,1,0,0,2
"2765",1,0,0,0,1,0,0,1
"2766",1,0,0,0,2,0,0,2
"2767",2,0,0,0,1,0,0,1
"2768",2,0,1,0,1,0,0,2
"2769",2,0,3,0,0,0,0,3
"2770",2,0,3,0,2,0,0,5
"2771",2,0,2,2,1,0,0,5
"2772",2,0,0,0,1,0,0,1
"2773",2,0,1,0,1,0,0,2
"2774",2,0,1,0,1,0,0,2
"2775",2,0,0,0,1,0,0,1
"2776",2,0,0,0,1,0,0,1
"2777",2,0,0,0,1,0,0,1
"2778",1,0,1,0,2,0,0,3
"2779",2,2,1,0,2,0,2,7
"2780",2,2,0,0,0,0,0,2
"2781",2,0,2,0,1,0,0,3
"2782",2,0,1,0,0,0,0,1
"2783",1,0,0,0,2,0,2,4
"2784",2,0,2,3,1,0,0,6
"2785",1,1,1,0,1,0,0,3
"2786",2,0,2,0,0,0,0,2
"2787",2,0,2,0,1,0,0,3
"2788",2,0,2,3,0,0,0,5
"2789",2,0,2,3,1,0,0,6
"2790",2,0,0,2,1,0,0,3
"2791",2,0,0,0,0,0,0,0
"2792",2,0,2,0,1,0,0,3
"2793",2,0,0,0,0,0,0,0
"2794",2,0,1,0,1,0,0,2
